"Time stamp","Main 1   (V)","Main 1 L1   (V)","Main 1 L2   (V)","Main 1 L3   (V)"
"2021-08-15 00:00","250.48","249.69","250.54","251.23"
"2021-08-15 00:05","250.58","249.89","250.48","251.38"
"2021-08-15 00:10","251.31","250.76","251.17","252.02"
"2021-08-15 00:15","251.83","251.18","251.72","252.61"
"2021-08-15 00:20","252.28","251.61","252.27","252.97"
"2021-08-15 00:25","252.4","251.75","252.38","253.09"
"2021-08-15 00:30","251.56","251.01","251.39","252.3"
"2021-08-15 00:35","251.32","250.73","251.27","251.98"
"2021-08-15 00:40","251.77","251.18","251.67","252.47"
"2021-08-15 00:45","251.86","251.15","251.79","252.64"
"2021-08-15 00:50","252.04","251.37","252.01","252.76"
"2021-08-15 00:55","252.39","251.72","252.39","253.07"
"2021-08-15 01:00","252.62","251.95","252.7","253.23"
"2021-08-15 01:05","253.1","252.36","253.25","253.69"
"2021-08-15 01:10","253.05","252.39","253.17","253.61"
"2021-08-15 01:15","252.9","252.31","252.89","253.52"
"2021-08-15 01:20","253.16","252.48","253.15","253.86"
"2021-08-15 01:25","252.69","251.98","252.78","253.31"
"2021-08-15 01:30","251.08","250.28","251.18","251.79"
"2021-08-15 01:35","251.16","250.62","251.12","251.75"
"2021-08-15 01:40","251.34","250.79","251.37","251.87"
"2021-08-15 01:45","251.35","250.77","251.33","251.96"
"2021-08-15 01:50","251.58","251.0","251.54","252.22"
"2021-08-15 01:55","251.63","250.99","251.63","252.27"
"2021-08-15 02:00","251.56","250.85","251.6","252.23"
"2021-08-15 02:05","251.68","251.02","251.7","252.34"
"2021-08-15 02:10","251.86","251.18","251.91","252.5"
"2021-08-15 02:15","251.88","251.18","251.92","252.54"
"2021-08-15 02:20","251.93","251.23","252.05","252.52"
"2021-08-15 02:25","252.14","251.53","252.2","252.7"
"2021-08-15 02:30","251.8","251.02","251.88","252.51"
"2021-08-15 02:35","251.75","250.84","251.98","252.45"
"2021-08-15 02:40","252.06","251.2","252.26","252.74"
"2021-08-15 02:45","252.17","251.41","252.26","252.86"
"2021-08-15 02:50","252.28","251.52","252.33","253.01"
"2021-08-15 02:55","252.57","251.74","252.7","253.29"
"2021-08-15 03:00","250.94","250.05","251.13","251.64"
"2021-08-15 03:05","249.8","248.91","250.04","250.47"
"2021-08-15 03:10","249.76","248.96","249.99","250.34"
"2021-08-15 03:15","249.65","248.8","249.77","250.4"
"2021-08-15 03:20","249.87","248.95","250.06","250.61"
"2021-08-15 03:25","249.55","248.69","249.69","250.28"
"2021-08-15 03:30","249.73","248.89","249.84","250.48"
"2021-08-15 03:35","249.77","248.98","249.82","250.51"
"2021-08-15 03:40","249.94","249.2","249.93","250.69"
"2021-08-15 03:45","250.16","249.33","250.25","250.91"
"2021-08-15 03:50","250.33","249.52","250.4","251.07"
"2021-08-15 03:55","250.38","249.54","250.43","251.17"
"2021-08-15 04:00","250.18","249.36","250.24","250.95"
"2021-08-15 04:05","250.03","249.07","250.25","250.77"
"2021-08-15 04:10","249.96","249.08","250.12","250.7"
"2021-08-15 04:15","250.23","249.36","250.34","250.99"
"2021-08-15 04:20","250.27","249.33","250.28","251.22"
"2021-08-15 04:25","250.41","249.5","250.44","251.3"
