"Time stamp","Main 1   (V)","Main 1 L1   (V)","Main 1 L2   (V)","Main 1 L3   (V)"
"2021-08-03 00:00","251.83","251.17","251.54","252.79"
"2021-08-03 00:05","252.06","251.38","251.86","252.94"
"2021-08-03 00:10","252.25","251.47","252.02","253.26"
"2021-08-03 00:15","252.03","251.34","251.83","252.94"
"2021-08-03 00:20","252.03","251.44","251.75","252.92"
"2021-08-03 00:25","252.27","251.66","252.07","253.08"
"2021-08-03 00:30","252.13","251.59","251.87","252.93"
"2021-08-03 00:35","252.11","251.5","251.84","252.99"
"2021-08-03 00:40","252.04","251.4","251.8","252.94"
"2021-08-03 00:45","252.42","251.8","252.22","253.25"
"2021-08-03 00:50","252.8","252.21","252.6","253.6"
"2021-08-03 00:55","252.92","252.25","252.76","253.75"
"2021-08-03 01:00","252.83","252.11","252.69","253.71"
"2021-08-03 01:05","253.01","252.33","252.8","253.92"
"2021-08-03 01:10","253.05","252.44","252.75","253.98"
"2021-08-03 01:15","252.91","252.32","252.66","253.77"
"2021-08-03 01:20","253.18","252.56","252.9","254.1"
"2021-08-03 01:25","253.38","252.7","253.11","254.33"
"2021-08-03 01:30","253.25","252.69","252.9","254.17"
"2021-08-03 01:35","253.32","252.73","253.0","254.25"
"2021-08-03 01:40","253.41","252.85","253.04","254.35"
"2021-08-03 01:45","253.57","253.05","253.21","254.47"
"2021-08-03 01:50","253.57","252.98","253.25","254.5"
"2021-08-03 01:55","253.37","252.8","253.09","254.24"
"2021-08-03 02:00","253.3","252.64","253.05","254.23"
"2021-08-03 02:05","253.65","252.94","253.42","254.59"
"2021-08-03 02:10","253.78","253.05","253.59","254.7"
"2021-08-03 02:15","253.72","252.99","253.54","254.63"
"2021-08-03 02:20","253.62","252.93","253.52","254.42"
"2021-08-03 02:25","252.48","251.74","252.24","253.48"
"2021-08-03 02:30","252.54","251.76","252.28","253.59"
"2021-08-03 02:35","252.84","252.0","252.61","253.92"
"2021-08-03 02:40","252.7","251.98","252.5","253.63"
"2021-08-03 02:45","252.7","251.92","252.49","253.69"
"2021-08-03 02:50","252.77","252.16","252.48","253.68"
"2021-08-03 02:55","251.59","250.93","251.4","252.46"
"2021-08-03 03:00","250.19","249.53","249.92","251.13"
"2021-08-03 03:05","250.52","249.88","250.29","251.4"
"2021-08-03 03:10","250.44","249.69","250.18","251.47"
"2021-08-03 03:15","250.75","250.01","250.47","251.79"
