"Time stamp","Main 1   (V)","Main 1 L1   (V)","Main 1 L2   (V)","Main 1 L3   (V)"
"2021-08-12 00:00","252.69","251.84","252.72","253.53"
"2021-08-12 00:05","253.16","252.44","253.22","253.82"
"2021-08-12 00:10","253.54","252.87","253.48","254.29"
"2021-08-12 00:15","252.66","251.97","252.64","253.38"
"2021-08-12 00:20","252.39","251.69","252.43","253.06"
"2021-08-12 00:25","252.37","251.76","252.39","252.97"
"2021-08-12 00:30","252.17","251.55","252.2","252.76"
"2021-08-12 00:35","251.99","251.36","251.97","252.64"
"2021-08-12 00:40","251.79","251.16","251.86","252.37"
"2021-08-12 00:45","251.84","251.15","252.01","252.38"
"2021-08-12 00:50","252.16","251.52","252.24","252.72"
"2021-08-12 00:55","252.44","251.81","252.45","253.07"
"2021-08-12 01:00","252.52","251.91","252.49","253.18"
"2021-08-12 01:05","252.6","251.89","252.64","253.29"
"2021-08-12 01:10","252.53","251.92","252.42","253.26"
"2021-08-12 01:15","252.55","251.96","252.53","253.18"
"2021-08-12 01:20","252.66","252.02","252.68","253.3"
"2021-08-12 01:25","252.74","251.98","252.9","253.36"
"2021-08-12 01:30","252.69","251.89","252.88","253.31"
"2021-08-12 01:35","252.72","252.06","252.78","253.33"
"2021-08-12 01:40","252.69","252.0","252.75","253.32"
"2021-08-12 01:45","252.44","251.75","252.52","253.07"
"2021-08-12 01:50","250.72","250.08","250.69","251.41"
"2021-08-12 01:55","250.33","249.75","250.17","251.08"
"2021-08-12 02:00","250.17","249.52","250.05","250.96"
"2021-08-12 02:05","251.66","250.96","251.58","252.46"
"2021-08-12 02:10","252.03","251.38","251.9","252.83"
"2021-08-12 02:15","252.01","251.3","251.89","252.86"
"2021-08-12 02:20","252.19","251.49","252.1","253.0"
"2021-08-12 02:25","252.24","251.51","252.11","253.11"
"2021-08-12 02:30","252.18","251.49","252.06","253.0"
"2021-08-12 02:35","252.01","251.26","251.92","252.85"
"2021-08-12 02:40","252.2","251.41","252.18","253.01"
"2021-08-12 02:45","252.39","251.66","252.29","253.24"
"2021-08-12 02:50","252.54","251.77","252.34","253.52"
