"Time stamp","Main 1   ()","Main 1 L1   ()","Main 1 L2   ()","Main 1 L3   ()"
"2021-08-09 00:00","0.9138","0.7713","0.9739","0.9964"
"2021-08-09 00:05","0.9283","0.815","0.9735","0.9965"
"2021-08-09 00:10","0.9312","0.8247","0.9725","0.9965"
"2021-08-09 00:15","0.9269","0.8116","0.9727","0.9966"
"2021-08-09 00:20","0.9208","0.7936","0.9723","0.9966"
"2021-08-09 00:25","0.9202","0.7921","0.9719","0.9968"
"2021-08-09 00:30","0.9199","0.7915","0.972","0.9964"
"2021-08-09 00:35","0.9322","0.828","0.9721","0.9966"
"2021-08-09 00:40","0.9305","0.8281","0.9725","0.9909"
"2021-08-09 00:45","0.9229","0.8058","0.9723","0.9907"
"2021-08-09 00:50","0.9193","0.796","0.972","0.99"
"2021-08-09 00:55","0.9181","0.7874","0.9725","0.9945"
"2021-08-09 01:00","0.9253","0.8075","0.9719","0.9966"
"2021-08-09 01:05","0.928","0.8161","0.9716","0.9964"
"2021-08-09 01:10","0.9227","0.7994","0.9719","0.9968"
"2021-08-09 01:15","0.921","0.7873","0.9789","0.9968"
"2021-08-09 01:20","0.9236","0.7876","0.9867","0.9967"
"2021-08-09 01:25","0.9212","0.7922","0.9746","0.9968"
"2021-08-09 01:30","0.9272","0.8138","0.9714","0.9966"
"2021-08-09 01:35","0.9255","0.8083","0.9715","0.9967"
"2021-08-09 01:40","0.9219","0.7963","0.9729","0.9966"
"2021-08-09 01:45","0.9229","0.7924","0.9805","0.9959"
"2021-08-09 01:50","0.9242","0.7983","0.982","0.9925"
"2021-08-09 01:55","0.9253","0.8061","0.9833","0.9867"
"2021-08-09 02:00","0.9318","0.8249","0.9837","0.987"
"2021-08-09 02:05","0.9216","0.7955","0.9825","0.9868"
"2021-08-09 02:10","0.918","0.7853","0.9819","0.9868"
"2021-08-09 02:15","0.918","0.7852","0.9816","0.9873"
"2021-08-09 02:20","0.9228","0.7989","0.9824","0.9872"
"2021-08-09 02:25","0.9242","0.8028","0.9827","0.9873"
"2021-08-09 02:30","0.921","0.7944","0.9817","0.9869"
"2021-08-09 02:35","0.9191","0.7881","0.9821","0.9871"
"2021-08-09 02:40","0.9184","0.785","0.9831","0.9871"
"2021-08-09 02:45","0.9313","0.8215","0.9854","0.9872"
"2021-08-09 02:50","0.9244","0.8037","0.9824","0.9873"
"2021-08-09 02:55","0.9243","0.8053","0.9818","0.986"
"2021-08-09 03:00","0.9194","0.7922","0.9813","0.9848"
"2021-08-09 03:05","0.8233","0.7845","0.982","0.7034"
"2021-08-09 03:10","0.8213","0.8097","0.9847","0.6697"
"2021-08-09 03:15","0.8735","0.8097","0.9831","0.8278"
"2021-08-09 03:20","0.9209","0.7969","0.9805","0.9853"
"2021-08-09 03:25","0.9204","0.7933","0.9804","0.9875"
"2021-08-09 03:30","0.9157","0.781","0.9797","0.9866"
"2021-08-09 03:35","0.9244","0.805","0.9812","0.9871"
"2021-08-09 03:40","0.8856","0.8264","0.9831","0.8474"
"2021-08-09 03:45","0.844","0.7939","0.9824","0.7557"
"2021-08-09 03:50","0.8451","0.7974","0.9821","0.7559"
"2021-08-09 03:55","0.9063","0.7899","0.9811","0.9479"
"2021-08-09 04:00","0.9267","0.8115","0.9819","0.9869"
"2021-08-09 04:05","0.94","0.8493","0.9839","0.9868"
"2021-08-09 04:10","0.9362","0.839","0.9828","0.987"
"2021-08-09 04:15","0.9359","0.8391","0.9822","0.9866"
"2021-08-09 04:20","0.88","0.842","0.983","0.815"
"2021-08-09 04:25","0.8503","0.8157","0.983","0.7524"
"2021-08-09 04:30","0.8543","0.8284","0.984","0.7507"
"2021-08-09 04:35","0.9015","0.814","0.9808","0.9099"
"2021-08-09 04:40","0.9159","0.7834","0.9781","0.9864"
"2021-08-09 04:45","0.9225","0.803","0.9782","0.9864"
"2021-08-09 04:50","0.9197","0.7933","0.979","0.9869"
"2021-08-09 04:55","0.9316","0.8274","0.9807","0.9868"
"2021-08-09 05:00","0.896","0.8184","0.9796","0.8901"
"2021-08-09 05:05","0.8378","0.7848","0.9797","0.7491"
"2021-08-09 05:10","0.8365","0.7817","0.9805","0.7473"
"2021-08-09 05:15","0.8533","0.7996","0.9806","0.7798"
"2021-08-09 05:20","0.9309","0.8259","0.9809","0.9861"
"2021-08-09 05:25","0.9306","0.8255","0.9802","0.9862"
"2021-08-09 05:30","0.9228","0.8025","0.9795","0.9865"
"2021-08-09 05:35","0.917","0.7834","0.9815","0.9862"
"2021-08-09 05:40","0.9212","0.7976","0.9802","0.986"
"2021-08-09 05:45","0.8507","0.8324","0.9793","0.7405"
"2021-08-09 05:50","0.853","0.8425","0.9792","0.7373"
"2021-08-09 05:55","0.8462","0.8161","0.9855","0.7372"
"2021-08-09 06:00","0.898","0.7878","0.9791","0.9272"
"2021-08-09 06:05","0.917","0.7867","0.979","0.9854"
"2021-08-09 06:10","0.9277","0.8168","0.9813","0.985"
"2021-08-09 06:15","0.933","0.8342","0.9802","0.9847"
