"Time stamp","Main 1   (A)","Main 1 L1   (A)","Main 1 L2   (A)","Main 1 L3   (A)"
"2021-08-12 11:30","26.88","40.96","8.0","31.69"
"2021-08-12 11:35","26.85","42.31","7.55","30.7"
"2021-08-12 11:40","24.74","42.23","6.95","25.03"
"2021-08-12 11:45","22.3","42.57","8.02","16.3"
"2021-08-12 11:50","21.12","38.94","8.0","16.44"
"2021-08-12 11:55","23.28","40.38","8.0","21.47"
"2021-08-12 12:00","26.98","44.81","7.0","29.15"
"2021-08-12 12:05","26.01","39.78","7.0","31.24"
"2021-08-12 12:10","24.39","37.44","6.91","28.83"
"2021-08-12 12:15","24.83","39.31","7.04","28.13"
"2021-08-12 12:20","24.26","43.81","7.06","21.92"
"2021-08-12 12:25","22.45","44.04","7.04","16.26"
"2021-08-12 12:30","20.75","39.01","7.04","16.2"
"2021-08-12 12:35","22.17","37.23","7.58","21.69"
"2021-08-12 12:40","26.33","39.95","8.35","30.68"
"2021-08-12 12:45","26.3","41.83","8.24","28.82"
"2021-08-12 12:50","25.18","40.52","8.25","26.77"
"2021-08-12 12:55","24.73","35.5","8.2","30.5"
"2021-08-12 13:00","25.38","38.97","8.2","28.98"
"2021-08-12 13:05","21.95","39.9","8.2","17.76"
"2021-08-12 13:10","21.42","40.4","8.2","15.64"
"2021-08-12 13:15","21.18","40.44","8.2","14.9"
"2021-08-12 13:20","24.27","38.76","8.2","25.86"
"2021-08-12 13:25","26.44","40.33","8.2","30.79"
"2021-08-12 13:30","25.97","40.88","8.2","28.82"
"2021-08-12 13:35","25.58","41.53","8.2","27.0"
"2021-08-12 13:40","23.12","40.09","8.2","21.06"
"2021-08-12 13:45","21.79","37.72","7.54","20.1"
"2021-08-12 13:50","21.73","39.73","7.61","17.83"
"2021-08-12 13:55","23.41","39.08","8.22","22.93"
"2021-08-12 14:00","24.31","38.69","8.2","26.05"
"2021-08-12 14:05","24.96","37.59","8.2","29.07"
"2021-08-12 14:10","26.32","39.94","8.17","30.87"
"2021-08-12 14:15","25.55","42.45","7.36","26.83"
"2021-08-12 14:20","20.0","37.59","7.64","14.78"
"2021-08-12 14:25","20.18","35.61","8.17","16.76"
"2021-08-12 14:30","21.15","35.81","8.16","19.49"
"2021-08-12 14:35","23.93","35.41","8.16","28.23"
"2021-08-12 14:40","22.22","32.77","7.42","26.48"
"2021-08-12 14:45","21.76","30.62","7.81","26.86"
"2021-08-12 14:50","24.17","33.07","8.44","31.01"
"2021-08-12 14:55","25.01","36.64","8.42","29.98"
"2021-08-12 15:00","21.6","35.18","8.4","21.23"
"2021-08-12 15:05","18.33","30.43","7.39","17.17"
"2021-08-12 15:10","20.49","33.42","8.1","19.95"
"2021-08-12 15:15","21.54","38.18","8.44","17.98"
"2021-08-12 15:20","23.43","33.52","8.42","28.34"
"2021-08-12 15:25","23.76","33.46","8.44","29.39"
"2021-08-12 15:30","25.69","39.03","8.44","29.61"
"2021-08-12 15:35","26.04","39.91","8.44","29.77"
"2021-08-12 15:40","29.69","38.12","7.63","43.31"
"2021-08-12 15:45","25.05","34.42","8.03","32.71"
"2021-08-12 15:50","24.64","35.7","8.45","29.77"
"2021-08-12 15:55","28.94","46.13","8.48","32.22"
"2021-08-12 16:00","28.65","45.44","8.06","32.45"
"2021-08-12 16:05","25.36","38.67","7.47","29.95"
"2021-08-12 16:10","25.11","38.21","8.06","29.06"
"2021-08-12 16:15","27.28","40.57","8.37","32.88"
"2021-08-12 16:20","26.63","43.88","8.38","27.63"
"2021-08-12 16:25","25.95","43.49","8.37","25.98"
"2021-08-12 16:30","26.16","40.3","7.44","30.72"
"2021-08-12 16:35","23.22","38.91","8.23","22.53"
"2021-08-12 16:40","23.13","42.34","8.37","18.68"
"2021-08-12 16:45","25.81","41.83","8.36","27.23"
"2021-08-12 16:50","28.73","43.2","8.36","34.63"
"2021-08-12 16:55","30.54","39.68","7.7","44.24"
"2021-08-12 17:00","30.68","41.89","7.91","42.23"
"2021-08-12 17:05","25.67","44.39","8.4","24.21"
"2021-08-12 17:10","26.58","41.88","8.37","29.48"
"2021-08-12 17:15","26.04","40.18","8.36","29.58"
"2021-08-12 17:20","27.56","42.67","8.36","31.64"
"2021-08-12 17:25","29.36","47.95","8.36","31.75"
"2021-08-12 17:30","28.04","45.55","7.56","31.01"
"2021-08-12 17:35","29.27","39.74","7.9","40.16"
"2021-08-12 17:40","31.76","43.21","8.37","43.69"
"2021-08-12 17:45","28.13","43.39","8.36","32.64"
"2021-08-12 17:50","25.15","42.47","8.36","24.63"
"2021-08-12 17:55","22.17","42.81","8.38","15.31"
"2021-08-12 18:00","23.38","41.97","8.36","19.8"
"2021-08-12 18:05","30.25","47.62","8.37","34.74"
"2021-08-12 18:10","31.23","44.39","8.37","40.93"
"2021-08-12 18:15","29.67","40.8","8.36","39.84"
"2021-08-12 18:20","30.92","40.15","8.36","44.24"
"2021-08-12 18:25","32.29","43.58","8.36","44.92"
"2021-08-12 18:30","31.32","42.94","8.36","42.66"
"2021-08-12 18:35","30.55","43.3","7.97","40.37"
"2021-08-12 18:40","30.33","44.47","7.2","39.34"
"2021-08-12 18:45","32.65","47.3","7.21","43.43"
"2021-08-12 18:50","33.39","47.3","7.22","45.67"
"2021-08-12 18:55","31.49","43.37","7.2","43.9"
"2021-08-12 19:00","29.46","39.13","7.2","42.04"
"2021-08-12 19:05","29.69","39.73","7.6","41.72"
"2021-08-12 19:10","31.46","43.71","8.44","42.24"
"2021-08-12 19:15","31.52","40.47","8.42","45.68"
"2021-08-12 19:20","30.61","38.85","8.4","44.58"
"2021-08-12 19:25","27.68","43.12","8.42","31.5"
"2021-08-12 19:30","26.63","44.15","8.41","27.32"
"2021-08-12 19:35","30.18","43.46","8.4","38.66"
"2021-08-12 19:40","33.27","45.45","8.41","45.95"
"2021-08-12 19:45","31.31","42.67","8.37","42.88"
"2021-08-12 19:50","32.58","48.08","8.45","41.2"
"2021-08-12 19:55","32.08","46.31","8.44","41.49"
"2021-08-12 20:00","31.63","41.32","8.44","45.12"
"2021-08-12 20:05","30.72","37.58","8.44","46.14"
"2021-08-12 20:10","31.02","42.48","8.45","42.12"
"2021-08-12 20:15","33.27","47.35","8.47","43.98"
"2021-08-12 20:20","33.2","46.03","8.47","45.09"
"2021-08-12 20:25","31.73","43.78","8.43","42.98"
"2021-08-12 20:30","32.57","45.29","8.4","44.04"
"2021-08-12 20:35","34.12","48.8","8.4","45.16"
"2021-08-12 20:40","32.48","45.55","8.37","43.52"
"2021-08-12 20:45","30.53","41.18","8.36","42.05"
"2021-08-12 20:50","31.32","41.67","8.36","43.94"
"2021-08-12 20:55","33.55","47.36","8.38","44.91"
"2021-08-12 21:00","33.52","49.47","8.36","42.74"
"2021-08-12 21:05","31.63","44.4","8.35","42.13"
"2021-08-12 21:10","30.82","41.49","8.33","42.64"
"2021-08-12 21:15","31.41","41.04","8.36","44.82"
"2021-08-12 21:20","31.57","42.6","8.36","43.76"
"2021-08-12 21:25","31.49","43.48","8.36","42.62"
"2021-08-12 21:30","31.07","41.93","8.36","42.93"
"2021-08-12 21:35","32.33","42.47","8.36","46.16"
"2021-08-12 21:40","31.48","41.66","8.38","44.4"
"2021-08-12 21:45","32.16","44.8","8.4","43.28"
"2021-08-12 21:50","32.29","44.14","8.36","44.36"
"2021-08-12 21:55","31.25","40.36","8.32","45.07"
"2021-08-12 22:00","33.07","46.04","8.32","44.84"
"2021-08-12 22:05","32.04","44.59","7.98","43.56"
"2021-08-12 22:10","31.65","42.76","8.29","43.9"
"2021-08-12 22:15","30.71","42.54","8.28","41.3"
"2021-08-12 22:20","29.38","45.77","8.3","34.06"
"2021-08-12 22:25","33.69","48.87","8.32","43.9"
"2021-08-12 22:30","30.37","39.7","8.28","43.13"
"2021-08-12 22:35","30.63","38.79","8.28","44.81"
"2021-08-12 22:40","32.94","45.22","8.3","45.3"
"2021-08-12 22:45","32.86","46.12","8.34","44.11"
"2021-08-12 22:50","30.61","42.11","8.33","41.39"
"2021-08-12 22:55","28.41","43.82","8.33","33.1"
"2021-08-12 23:00","33.08","45.38","8.34","45.54"
"2021-08-12 23:05","33.64","47.64","8.36","44.91"
"2021-08-12 23:10","33.22","46.95","8.36","44.35"
"2021-08-12 23:15","32.57","44.65","8.35","44.71"
"2021-08-12 23:20","30.62","39.23","8.32","44.32"
"2021-08-12 23:25","32.35","44.27","8.36","44.43"
"2021-08-12 23:30","33.55","47.82","8.36","44.47"
"2021-08-12 23:35","31.99","43.21","8.36","44.39"
"2021-08-12 23:40","31.77","42.65","8.4","44.27"
"2021-08-12 23:45","32.98","46.28","8.45","44.23"
"2021-08-12 23:50","32.39","44.95","8.5","43.72"
"2021-08-12 23:55","32.9","46.57","8.5","43.63"
"2021-08-13 00:00","32.47","45.45","8.44","43.51"
"2021-08-13 00:05","31.66","43.33","8.42","43.22"
"2021-08-13 00:10","32.36","45.74","8.44","42.89"
"2021-08-13 00:15","33.56","48.75","8.44","43.5"
"2021-08-13 00:20","32.85","46.58","8.43","43.53"
"2021-08-13 00:25","31.49","42.54","8.4","43.52"
"2021-08-13 00:30","31.46","42.7","8.3","43.39"
"2021-08-13 00:35","32.58","46.68","8.23","42.82"
"2021-08-13 00:40","32.38","46.71","8.24","42.18"
"2021-08-13 00:45","32.06","45.82","8.24","42.12"
"2021-08-13 00:50","31.02","42.45","8.22","42.38"
"2021-08-13 00:55","32.45","46.97","8.25","42.13"
"2021-08-13 01:00","32.73","47.99","8.24","41.95"
"2021-08-13 01:05","31.62","44.61","7.96","42.28"
"2021-08-13 01:10","30.88","43.65","7.04","41.94"
"2021-08-13 01:15","31.17","44.6","7.04","41.87"
"2021-08-13 01:20","30.14","41.12","7.03","42.26"
"2021-08-13 01:25","27.84","34.46","7.02","42.04"
"2021-08-13 01:30","28.07","35.3","7.03","41.89"
"2021-08-13 01:35","28.15","35.31","7.45","41.7"
"2021-08-13 01:40","31.01","42.68","8.23","42.12"
"2021-08-13 01:45","31.54","43.6","8.23","42.78"
"2021-08-13 01:50","30.65","41.68","8.21","42.06"
"2021-08-13 01:55","29.83","39.31","8.16","42.02"
"2021-08-13 02:00","30.0","44.09","8.19","37.72"
"2021-08-13 02:05","27.27","44.49","8.18","29.13"
"2021-08-13 02:10","28.88","38.1","8.16","40.39"
"2021-08-13 02:15","26.77","35.39","8.13","36.78"
"2021-08-13 02:20","23.66","36.84","5.56","28.57"
"2021-08-13 02:25","26.5","40.11","4.88","34.5"
"2021-08-13 02:30","26.11","36.15","4.88","37.3"
"2021-08-13 02:35","23.47","37.15","4.88","28.38"
"2021-08-13 02:40","25.27","42.59","4.88","28.34"
"2021-08-13 02:45","27.89","42.99","4.88","35.78"
"2021-08-13 02:50","27.07","40.57","4.88","35.75"
"2021-08-13 02:55","22.86","35.01","4.85","28.71"
"2021-08-13 03:00","22.74","35.16","4.87","28.19"
"2021-08-13 03:05","24.96","42.0","4.9","27.99"
"2021-08-13 03:10","25.46","43.53","4.91","27.95"
"2021-08-13 03:15","26.75","38.47","4.88","36.88"
"2021-08-13 03:20","24.25","36.84","4.88","31.02"
"2021-08-13 03:25","22.64","36.42","4.88","26.62"
"2021-08-13 03:30","24.72","41.38","4.89","27.89"
"2021-08-13 03:35","24.97","42.7","4.88","27.32"
"2021-08-13 03:40","22.96","38.14","4.26","26.49"
"2021-08-13 03:45","21.39","33.14","4.3","26.73"
"2021-08-13 03:50","22.74","36.27","4.88","27.06"
"2021-08-13 03:55","19.67","37.18","4.88","16.95"
"2021-08-13 04:00","19.71","39.01","4.88","15.25"
"2021-08-13 04:05","20.75","39.86","3.99","18.38"
"2021-08-13 04:10","24.43","34.84","4.54","33.92"
"2021-08-13 04:15","26.11","36.14","4.88","37.3"
"2021-08-13 04:20","24.7","40.45","4.88","28.78"
"2021-08-13 04:25","23.68","37.92","4.49","28.63"
"2021-08-13 04:30","22.6","38.38","4.0","25.41"
"2021-08-13 04:35","19.81","38.06","4.9","16.48"
"2021-08-13 04:40","20.45","39.86","4.88","16.62"
"2021-08-13 04:45","22.12","38.91","4.88","22.56"
"2021-08-13 04:50","22.83","37.52","3.72","27.26"
"2021-08-13 04:55","23.62","37.93","4.84","28.09"
"2021-08-13 05:00","25.12","42.06","4.92","28.39"
"2021-08-13 05:05","24.02","41.3","4.9","25.86"
"2021-08-13 05:10","18.69","35.81","3.95","16.32"
"2021-08-13 05:15","20.73","39.5","5.11","17.6"
"2021-08-13 05:20","28.89","40.91","7.79","37.98"
"2021-08-13 05:25","25.62","38.77","7.78","30.31"
"2021-08-13 05:30","23.89","37.09","7.01","27.56"
"2021-08-13 05:35","22.69","34.38","7.18","26.53"
"2021-08-13 05:40","24.38","37.49","7.81","27.83"
"2021-08-13 05:45","21.26","37.51","7.8","18.49"
"2021-08-13 05:50","19.51","34.36","6.99","17.19"
"2021-08-13 05:55","20.23","34.14","7.15","19.41"
"2021-08-13 06:00","26.53","44.4","7.84","27.34"
"2021-08-13 06:05","26.52","43.77","7.84","27.93"
"2021-08-13 06:10","26.65","35.0","6.99","37.97"
"2021-08-13 06:15","28.26","35.52","7.2","42.05"
"2021-08-13 06:20","24.87","37.51","7.84","29.25"
"2021-08-13 06:25","26.12","44.03","7.85","26.49"
"2021-08-13 06:30","25.76","40.87","7.05","29.35"
"2021-08-13 06:35","27.18","33.34","7.26","40.93"
"2021-08-13 06:40","28.24","36.29","7.88","40.55"
"2021-08-13 06:45","29.9","41.09","7.84","40.77"
"2021-08-13 06:50","24.74","36.15","7.11","30.96"
"2021-08-13 06:55","24.59","37.38","7.17","29.22"
"2021-08-13 07:00","22.87","36.9","7.84","23.87"
"2021-08-13 07:05","20.72","39.8","5.08","17.27"
"2021-08-13 07:10","20.23","39.8","4.13","16.75"
"2021-08-13 07:15","23.95","39.36","4.09","28.41"
"2021-08-13 07:20","23.04","36.25","4.84","28.04"
"2021-08-13 07:25","23.41","37.34","4.85","28.05"
"2021-08-13 07:30","23.95","38.95","4.04","28.85"
"2021-08-13 07:35","21.64","34.49","3.89","26.52"
"2021-08-13 07:40","19.72","32.23","3.69","23.24"
"2021-08-13 07:45","18.5","37.75","3.72","14.02"
"2021-08-13 07:50","20.6","42.56","3.7","15.54"
"2021-08-13 07:55","19.78","37.95","3.68","17.72"
"2021-08-13 08:00","22.23","35.96","3.67","27.05"
"2021-08-13 08:05","22.78","37.71","3.95","26.68"
"2021-08-13 08:10","23.21","38.45","4.9","26.27"
"2021-08-13 08:15","23.9","39.33","4.88","27.5"
"2021-08-13 08:20","22.94","35.97","4.84","28.0"
"2021-08-13 08:25","20.33","38.41","4.82","17.77"
"2021-08-13 08:30","20.92","42.31","4.85","15.58"
"2021-08-13 08:35","19.84","38.36","4.84","16.33"
"2021-08-13 08:40","21.96","36.01","4.82","25.06"
"2021-08-13 08:45","23.3","38.39","4.82","26.7"
"2021-08-13 08:50","24.14","42.14","3.76","26.53"
"2021-08-13 08:55","23.88","39.86","4.7","27.07"
"2021-08-13 09:00","22.26","36.77","4.82","25.19"
"2021-08-13 09:05","19.55","38.19","4.8","15.65"
"2021-08-13 09:10","19.07","36.6","4.16","16.44"
"2021-08-13 09:15","23.7","42.94","4.23","23.92"
"2021-08-13 09:20","23.47","39.38","4.82","26.21"
"2021-08-13 09:25","22.39","35.36","4.8","26.99"
"2021-08-13 09:30","24.36","41.54","4.02","27.52"
"2021-08-13 09:35","23.03","37.28","4.29","27.52"
"2021-08-13 09:40","21.48","33.86","4.82","25.75"
"2021-08-13 09:45","18.08","33.52","4.8","15.91"
"2021-08-13 09:50","18.63","36.59","3.83","15.46"
"2021-08-13 09:55","19.13","36.38","4.46","16.54"
"2021-08-13 10:00","22.31","33.8","4.84","28.29"
"2021-08-13 10:05","21.16","30.48","4.72","28.28"
"2021-08-13 10:10","20.12","28.03","3.64","28.68"
"2021-08-13 10:15","22.2","33.4","4.73","28.46"
"2021-08-13 10:20","24.03","38.72","4.87","28.51"
"2021-08-13 10:25","19.47","31.75","4.45","22.21"
"2021-08-13 10:30","16.4","29.57","3.75","15.88"
"2021-08-13 10:35","17.43","32.79","4.88","14.61"
"2021-08-13 10:40","18.95","33.28","4.85","18.72"
"2021-08-13 10:45","21.56","33.69","4.2","26.79"
"2021-08-13 10:50","20.82","32.12","4.12","26.23"
"2021-08-13 10:55","20.69","30.89","4.86","26.31"
"2021-08-13 11:00","21.03","34.05","4.84","24.2"
"2021-08-13 11:05","18.54","36.74","3.86","15.02"
"2021-08-13 11:10","17.44","32.81","4.44","15.06"
"2021-08-13 11:15","18.75","31.7","4.84","19.7"
"2021-08-13 11:20","21.92","34.95","4.65","26.15"
"2021-08-13 11:25","21.4","35.08","3.68","25.43"
"2021-08-13 11:30","20.9","32.38","4.67","25.65"
"2021-08-13 11:35","22.09","35.18","4.84","26.25"
"2021-08-13 11:40","19.14","35.12","4.26","18.05"
"2021-08-13 11:45","16.96","32.79","3.87","14.22"
"2021-08-13 11:50","15.74","28.87","4.84","13.52"
"2021-08-13 11:55","20.68","33.5","4.83","23.72"
"2021-08-13 12:00","21.11","33.3","3.87","26.17"
"2021-08-13 12:05","20.17","30.29","4.21","25.99"
"2021-08-13 12:10","19.97","28.86","4.82","26.23"
"2021-08-13 12:15","19.06","30.21","4.58","22.4"
"2021-08-13 12:20","16.51","31.78","3.68","14.06"
"2021-08-13 12:25","15.81","29.71","4.66","13.07"
"2021-08-13 12:30","18.74","33.28","4.84","18.1"
"2021-08-13 12:35","22.0","36.27","4.19","25.55"
"2021-08-13 12:40","22.38","38.25","3.94","24.96"
"2021-08-13 12:45","20.95","32.99","4.85","25.0"
"2021-08-13 12:50","18.64","26.14","4.79","24.98"
"2021-08-13 12:55","17.64","32.26","3.83","16.84"
"2021-08-13 13:00","17.23","34.78","4.28","12.63"
"2021-08-13 13:05","17.13","33.47","4.84","13.09"
"2021-08-13 13:10","19.25","32.07","4.61","21.09"
"2021-08-13 13:15","20.99","34.6","3.68","24.7"
"2021-08-13 13:20","22.92","39.12","4.67","24.97"
"2021-08-13 13:25","21.8","35.83","4.84","24.72"
"2021-08-13 13:30","19.67","30.87","4.19","23.94"
"2021-08-13 13:35","16.63","32.81","3.87","13.2"
"2021-08-13 13:40","16.07","28.3","7.14","12.78"
"2021-08-13 13:45","18.25","22.76","18.53","13.46"
"2021-08-13 13:50","25.44","34.09","15.49","26.74"
"2021-08-13 13:55","22.17","30.53","9.09","26.89"
"2021-08-13 14:00","23.77","30.14","12.78","28.38"
"2021-08-13 14:05","27.6","36.79","17.48","28.53"
"2021-08-13 14:10","26.49","40.06","16.05","23.36"
"2021-08-13 14:15","23.36","39.98","13.38","16.71"
"2021-08-13 14:20","25.34","33.13","14.91","27.98"
"2021-08-13 14:25","29.81","35.07","18.84","35.53"
"2021-08-13 14:30","32.18","36.25","23.93","36.37"
"2021-08-13 14:35","33.66","38.52","23.01","39.45"
"2021-08-13 14:40","28.92","35.05","10.8","40.91"
"2021-08-13 14:45","27.23","32.09","8.37","41.24"
"2021-08-13 14:50","28.0","33.36","8.36","42.29"
"2021-08-13 14:55","28.1","33.56","8.34","42.39"
"2021-08-13 15:00","31.74","44.43","8.3","42.51"
"2021-08-13 15:05","31.73","43.97","8.36","42.88"
"2021-08-13 15:10","32.86","46.69","8.52","43.37"
"2021-08-13 15:15","31.62","42.74","8.49","43.62"
"2021-08-13 15:20","32.39","44.38","8.49","44.31"
"2021-08-13 15:25","33.46","47.2","8.52","44.66"
"2021-08-13 15:30","33.18","46.52","8.52","44.52"
"2021-08-13 15:35","32.53","44.32","8.52","44.74"
"2021-08-13 15:40","31.55","41.64","8.51","44.49"
"2021-08-13 15:45","31.13","44.13","8.52","40.73"
"2021-08-13 15:50","26.23","46.36","8.25","24.07"
