"Time stamp","Main 1   (V)","Main 1 L1   (V)","Main 1 L2   (V)","Main 1 L3   (V)"
"2021-08-18 00:00","252.76","251.96","252.89","253.44"
"2021-08-18 00:05","252.68","252.0","252.7","253.35"
"2021-08-18 00:10","252.93","252.25","253.03","253.53"
"2021-08-18 00:15","252.83","252.23","252.8","253.46"
"2021-08-18 00:20","253.06","252.47","253.12","253.6"
"2021-08-18 00:25","253.26","252.6","253.34","253.86"
"2021-08-18 00:30","253.38","252.71","253.53","253.92"
"2021-08-18 00:35","253.56","252.79","253.64","254.25"
"2021-08-18 00:40","252.42","251.76","252.36","253.16"
"2021-08-18 00:45","252.45","251.84","252.48","253.04"
"2021-08-18 00:50","251.62","250.92","251.75","252.2"
"2021-08-18 00:55","250.1","249.43","250.2","250.68"
"2021-08-18 01:00","250.23","249.56","250.27","250.87"
"2021-08-18 01:05","250.51","249.86","250.58","251.1"
"2021-08-18 01:10","250.71","249.99","250.8","251.35"
"2021-08-18 01:15","250.86","250.08","251.09","251.41"
"2021-08-18 01:20","251.05","250.36","251.27","251.52"
"2021-08-18 01:25","249.42","248.73","249.6","249.95"
"2021-08-18 01:30","251.18","250.52","251.36","251.68"
"2021-08-18 01:35","250.96","250.23","251.18","251.47"
"2021-08-18 01:40","250.96","250.21","251.16","251.51"
"2021-08-18 01:45","251.21","250.49","251.4","251.74"
"2021-08-18 01:50","251.55","250.82","251.68","252.17"
"2021-08-18 01:55","251.75","251.06","251.93","252.26"
"2021-08-18 02:00","251.77","251.02","252.0","252.3"
"2021-08-18 02:05","252.04","251.22","252.22","252.69"
"2021-08-18 02:10","252.12","251.34","252.29","252.75"
"2021-08-18 02:15","252.38","251.69","252.47","252.98"
"2021-08-18 02:20","252.37","251.65","252.62","252.85"
"2021-08-18 02:25","252.24","251.47","252.51","252.74"
"2021-08-18 02:30","252.57","251.82","252.81","253.08"
"2021-08-18 02:35","252.61","251.85","252.76","253.24"
"2021-08-18 02:40","252.45","251.65","252.57","253.14"
"2021-08-18 02:45","252.73","251.83","252.84","253.53"
