"Time stamp","Main 1   (A)","Main 1 L1   (A)","Main 1 L2   (A)","Main 1 L3   (A)"
"2021-08-03 07:40","10.33","11.48","6.44","13.07"
"2021-08-03 07:45","12.34","9.84","6.44","20.73"
"2021-08-03 07:50","11.6","9.35","6.43","19.01"
"2021-08-03 07:55","7.5","9.71","6.41","6.4"
"2021-08-03 08:00","9.12","8.02","6.39","12.94"
"2021-08-03 08:05","7.66","13.68","6.44","2.88"
"2021-08-03 08:10","11.78","13.31","6.44","15.59"
"2021-08-03 08:15","13.01","10.34","6.46","22.22"
"2021-08-03 08:20","9.59","9.81","6.52","12.43"
"2021-08-03 08:25","13.67","11.31","6.51","23.2"
"2021-08-03 08:30","11.13","11.04","6.49","15.86"
"2021-08-03 08:35","7.0","10.53","6.01","4.44"
"2021-08-03 08:40","10.2","12.2","5.73","12.66"
"2021-08-03 08:45","5.33","10.0","5.16","0.836"
"2021-08-03 08:50","11.33","8.68","5.16","20.16"
"2021-08-03 08:55","12.52","12.38","5.16","20.0"
"2021-08-03 09:00","9.76","11.69","5.18","12.4"
"2021-08-03 09:05","13.48","9.82","5.2","25.42"
"2021-08-03 09:10","9.87","11.14","5.9","12.57"
"2021-08-03 09:15","7.0","9.87","6.52","4.6"
"2021-08-03 09:20","9.28","10.2","6.5","11.12"
"2021-08-03 09:25","7.66","12.29","6.49","4.22"
"2021-08-03 09:30","13.83","12.23","6.52","22.74"
"2021-08-03 09:35","11.29","9.43","6.5","17.95"
"2021-08-03 09:40","10.21","8.71","6.99","14.93"
"2021-08-03 09:45","15.01","12.78","7.4","24.86"
"2021-08-03 09:50","8.49","10.36","7.41","7.69"
"2021-08-03 09:55","8.85","10.3","7.4","8.84"
"2021-08-03 10:00","9.47","11.37","6.92","10.13"
"2021-08-03 10:05","7.43","8.84","6.56","6.9"
"2021-08-03 10:10","13.48","9.91","6.56","23.95"
"2021-08-03 10:15","10.93","10.49","6.56","15.75"
"2021-08-03 10:20","11.09","11.19","6.56","15.52"
"2021-08-03 10:25","12.68","8.82","6.56","22.65"
"2021-08-03 10:30","6.41","12.02","6.55","0.667"
"2021-08-03 10:35","8.58","11.91","6.53","7.3"
"2021-08-03 10:40","9.58","9.08","6.53","13.12"
"2021-08-03 10:45","10.3","11.71","6.52","12.67"
"2021-08-03 10:50","15.13","14.2","6.54","24.67"
"2021-08-03 10:55","13.07","17.44","6.56","15.22"
"2021-08-03 11:00","12.67","16.22","6.56","15.21"
"2021-08-03 11:05","15.07","18.44","6.56","20.22"
"2021-08-03 11:10","8.23","17.26","6.55","0.876"
"2021-08-03 11:15","10.22","17.93","6.53","6.2"
"2021-08-03 11:20","13.04","19.04","6.54","13.56"
"2021-08-03 11:25","11.85","16.78","6.53","12.24"
"2021-08-03 11:30","14.51","14.09","6.52","22.9"
"2021-08-03 11:35","12.62","15.26","6.52","16.07"
"2021-08-03 11:40","12.13","16.36","6.52","13.51"
"2021-08-03 11:45","11.85","11.86","6.52","17.18"
"2021-08-03 11:50","7.52","15.36","6.52","0.668"
"2021-08-03 11:55","9.54","16.78","6.52","5.32"
"2021-08-03 12:00","14.72","16.25","6.53","21.39"
"2021-08-03 12:05","11.66","15.72","6.57","12.69"
"2021-08-03 12:10","13.51","11.91","6.55","22.06"
"2021-08-03 12:15","10.81","8.55","6.54","17.33"
"2021-08-03 12:20","8.14","8.36","6.54","9.52"
"2021-08-03 12:25","10.72","12.18","6.58","13.41"
"2021-08-03 12:30","6.21","10.35","6.55","1.72"
"2021-08-03 12:35","8.65","8.66","6.53","10.76"
"2021-08-03 12:40","13.29","10.32","6.55","23.01"
"2021-08-03 12:45","8.79","7.19","6.9","12.28"
"2021-08-03 12:50","12.73","10.55","8.0","19.64"
"2021-08-03 12:55","13.18","13.67","8.0","17.88"
"2021-08-03 13:00","9.17","10.71","8.0","8.8"
"2021-08-03 13:05","9.11","8.46","8.0","10.86"
"2021-08-03 13:10","7.64","11.21","8.0","3.71"
"2021-08-03 13:15","8.22","10.94","8.0","5.72"
"2021-08-03 13:20","14.23","9.41","8.0","25.28"
"2021-08-03 13:25","11.13","12.18","8.0","13.2"
"2021-08-03 13:30","11.83","10.07","8.0","17.41"
"2021-08-03 13:35","13.12","9.71","8.0","21.66"
"2021-08-03 13:40","11.16","12.84","7.99","12.65"
"2021-08-03 13:45","9.35","10.73","7.99","9.32"
"2021-08-03 13:50","7.67","7.27","8.0","7.74"
"2021-08-03 13:55","4.69","5.44","8.0","0.64"
"2021-08-03 14:00","10.35","4.83","7.99","18.24"
"2021-08-03 14:05","10.93","7.37","7.99","17.44"
"2021-08-03 14:10","8.92","6.04","7.99","12.71"
"2021-08-03 14:15","14.1","9.13","8.0","25.18"
"2021-08-03 14:20","9.68","8.32","8.0","12.72"
"2021-08-03 14:25","8.6","5.41","7.99","12.4"
"2021-08-03 14:30","9.64","8.16","8.0","12.78"
"2021-08-03 14:35","5.66","7.84","8.0","1.16"
"2021-08-03 14:40","6.09","6.49","7.55","4.22"
"2021-08-03 14:45","12.9","6.21","7.98","24.5"
"2021-08-03 14:50","10.06","8.92","7.99","13.27"
"2021-08-03 14:55","12.16","8.86","7.99","19.63"
"2021-08-03 15:00","13.27","8.81","9.33","21.68"
"2021-08-03 15:05","22.73","28.68","16.34","23.15"
"2021-08-03 15:10","31.73","46.25","17.31","31.63"
"2021-08-03 15:15","24.43","42.89","7.59","22.8"
"2021-08-03 15:20","23.29","39.61","13.07","17.17"
"2021-08-03 15:25","27.33","38.54","12.75","30.7"
"2021-08-03 15:30","32.36","39.52","14.25","43.31"
"2021-08-03 15:35","32.1","38.13","14.85","43.33"
"2021-08-03 15:40","31.83","38.92","13.68","42.89"
"2021-08-03 15:45","28.95","37.61","16.04","33.19"
"2021-08-03 15:50","22.93","35.78","14.97","18.05"
"2021-08-03 15:55","20.73","33.84","14.57","13.79"
"2021-08-03 16:00","21.94","36.02","15.93","13.87"
"2021-08-03 16:05","20.93","34.87","14.25","13.69"
"2021-08-03 16:10","22.85","35.2","15.54","17.82"
"2021-08-03 16:15","25.09","35.56","15.13","24.56"
"2021-08-03 16:20","24.05","33.34","14.41","24.41"
"2021-08-03 16:25","25.62","35.4","15.87","25.58"
"2021-08-03 16:30","25.93","35.98","14.37","27.44"
"2021-08-03 16:35","22.12","35.73","15.89","14.74"
"2021-08-03 16:40","21.14","35.4","16.44","11.59"
"2021-08-03 16:45","21.61","35.15","14.05","15.63"
"2021-08-03 16:50","25.32","39.3","15.5","21.16"
"2021-08-03 16:55","25.72","33.77","15.31","28.08"
"2021-08-03 17:00","27.23","28.99","14.22","38.46"
"2021-08-03 17:05","29.49","31.22","16.21","41.04"
"2021-08-03 17:10","27.69","36.14","14.57","32.37"
"2021-08-03 17:15","25.91","35.14","14.71","27.89"
"2021-08-03 17:20","21.07","30.85","16.17","16.17"
"2021-08-03 17:25","20.14","29.86","14.22","16.35"
"2021-08-03 17:30","21.5","31.6","15.74","17.17"
"2021-08-03 17:35","24.39","33.24","14.67","25.25"
"2021-08-03 17:40","20.55","31.24","14.47","15.92"
"2021-08-03 17:45","24.54","32.16","16.5","24.95"
"2021-08-03 17:50","23.67","29.84","14.75","26.42"
"2021-08-03 17:55","26.88","36.02","15.29","29.32"
"2021-08-03 18:00","27.14","39.01","15.61","26.8"
"2021-08-03 18:05","26.15","33.93","13.94","30.58"
"2021-08-03 18:10","22.51","30.78","16.0","20.74"
"2021-08-03 18:15","21.28","31.57","14.92","17.34"
"2021-08-03 18:20","22.73","36.34","14.32","17.52"
"2021-08-03 18:25","30.62","40.71","16.12","35.04"
"2021-08-03 18:30","29.14","35.7","14.23","37.48"
"2021-08-03 18:35","25.36","32.7","15.35","28.03"
"2021-08-03 18:40","27.55","40.97","14.88","26.81"
"2021-08-03 18:45","29.87","46.79","14.48","28.35"
"2021-08-03 18:50","29.55","45.24","16.05","27.37"
"2021-08-03 18:55","28.06","41.55","14.2","28.41"
"2021-08-03 19:00","29.41","40.34","15.54","32.34"
"2021-08-03 19:05","32.18","42.0","14.87","39.66"
"2021-08-03 19:10","33.54","45.22","16.25","39.15"
"2021-08-03 19:15","33.11","44.37","15.09","39.88"
"2021-08-03 19:20","32.58","44.3","14.07","39.35"
"2021-08-03 19:25","33.37","43.34","17.4","39.38"
"2021-08-03 19:30","33.66","41.28","21.57","38.13"
"2021-08-03 19:35","29.73","40.3","12.06","36.82"
"2021-08-03 19:40","26.47","43.0","8.81","27.59"
"2021-08-03 19:45","27.33","41.26","9.78","30.96"
"2021-08-03 19:50","30.43","41.18","16.11","34.0"
"2021-08-03 19:55","29.3","39.23","17.05","31.61"
"2021-08-03 20:00","27.95","38.41","14.28","31.15"
"2021-08-03 20:05","27.97","37.97","15.61","30.33"
"2021-08-03 20:10","26.21","33.81","16.18","28.64"
"2021-08-03 20:15","25.16","30.98","14.19","30.33"
"2021-08-03 20:20","27.25","36.36","16.1","29.28"
"2021-08-03 20:25","24.04","38.26","14.86","19.0"
"2021-08-03 20:30","26.49","35.12","14.59","29.76"
"2021-08-03 20:35","26.39","34.17","16.05","28.96"
"2021-08-03 20:40","30.43","35.37","14.12","41.79"
"2021-08-03 20:45","32.77","39.86","15.77","42.7"
"2021-08-03 20:50","26.96","34.78","13.58","32.53"
"2021-08-03 20:55","25.88","33.72","14.36","29.55"
"2021-08-03 21:00","24.35","31.26","15.0","26.8"
"2021-08-03 21:05","28.7","38.87","14.92","32.3"
"2021-08-03 21:10","33.23","43.07","15.12","41.5"
"2021-08-03 21:15","32.89","43.11","15.64","39.91"
"2021-08-03 21:20","30.86","38.59","16.02","37.97"
"2021-08-03 21:25","33.63","45.8","14.73","40.34"
"2021-08-03 21:30","34.64","44.88","15.15","43.89"
"2021-08-03 21:35","34.16","46.3","16.47","39.72"
"2021-08-03 21:40","31.99","43.78","14.78","37.4"
"2021-08-03 21:45","30.94","38.42","13.95","40.45"
"2021-08-03 21:50","33.14","44.19","15.49","39.75"
"2021-08-03 21:55","32.93","47.21","13.85","37.74"
"2021-08-03 22:00","32.11","42.2","14.92","39.22"
"2021-08-03 22:05","32.05","39.01","14.17","42.96"
"2021-08-03 22:10","31.88","38.54","13.29","43.82"
"2021-08-03 22:15","33.62","45.59","16.31","38.96"
"2021-08-03 22:20","32.26","42.8","15.95","38.04"
"2021-08-03 22:25","31.29","39.86","14.76","39.25"
"2021-08-03 22:30","31.53","38.24","16.41","39.94"
"2021-08-03 22:35","32.04","42.89","14.97","38.26"
"2021-08-03 22:40","32.4","46.34","15.81","35.05"
"2021-08-03 22:45","29.59","47.61","15.21","25.94"
"2021-08-03 22:50","27.27","42.76","15.22","23.84"
"2021-08-03 22:55","27.56","39.02","15.98","27.67"
"2021-08-03 23:00","29.44","41.92","15.01","31.41"
"2021-08-03 23:05","32.93","46.62","15.67","36.5"
"2021-08-03 23:10","32.73","43.52","15.93","38.75"
"2021-08-03 23:15","31.42","39.9","14.47","39.91"
"2021-08-03 23:20","33.27","44.33","16.24","39.24"
"2021-08-03 23:25","33.91","47.75","15.09","38.89"
"2021-08-03 23:30","33.31","46.34","14.99","38.6"
"2021-08-03 23:35","33.67","42.82","15.3","42.88"
"2021-08-03 23:40","32.0","39.43","14.86","41.7"
"2021-08-03 23:45","32.56","43.41","16.59","37.7"
"2021-08-03 23:50","33.43","45.47","15.52","39.31"
"2021-08-03 23:55","32.54","39.95","14.3","43.37"
"2021-08-04 00:00","31.39","37.38","16.28","40.5"
"2021-08-04 00:05","30.36","36.52","14.71","39.87"
"2021-08-04 00:10","31.68","40.08","15.91","39.06"
"2021-08-04 00:15","31.89","40.62","15.52","39.54"
"2021-08-04 00:20","31.64","41.7","14.31","38.9"
"2021-08-04 00:25","31.29","40.22","16.48","37.18"
"2021-08-04 00:30","30.01","41.12","15.42","33.48"
"2021-08-04 00:35","28.91","46.65","14.79","25.3"
"2021-08-04 00:40","28.07","42.89","16.07","25.26"
"2021-08-04 00:45","31.11","43.22","15.46","34.64"
"2021-08-04 00:50","32.38","42.38","14.65","40.1"
"2021-08-04 00:55","32.19","42.64","16.52","37.41"
"2021-08-04 01:00","31.69","43.11","15.15","36.81"
"2021-08-04 01:05","31.15","39.8","14.88","38.76"
"2021-08-04 01:10","31.52","40.64","16.37","37.55"
"2021-08-04 01:15","32.28","44.91","15.16","36.77"
"2021-08-04 01:20","33.11","45.08","14.97","39.27"
"2021-08-04 01:25","30.5","42.99","16.07","32.44"
"2021-08-04 01:30","17.36","25.93","10.05","16.09"
"2021-08-04 01:35","13.51","21.55","6.63","12.35"
"2021-08-04 01:40","11.93","16.88","6.48","12.43"
"2021-08-04 01:45","11.73","15.96","6.48","12.76"
"2021-08-04 01:50","11.9","16.57","6.48","12.66"
"2021-08-04 01:55","12.32","17.88","6.49","12.6"
"2021-08-04 02:00","12.0","16.93","6.48","12.58"
"2021-08-04 02:05","12.33","17.93","6.48","12.59"
"2021-08-04 02:10","11.32","15.07","6.48","12.4"
"2021-08-04 02:15","11.18","14.81","6.49","12.24"
"2021-08-04 02:20","11.78","16.51","6.52","12.32"
"2021-08-04 02:25","11.37","16.83","6.52","10.77"
"2021-08-04 02:30","8.04","16.92","6.51","0.68"
"2021-08-04 02:35","8.75","19.06","6.52","0.68"
"2021-08-04 02:40","9.32","20.75","6.52","0.68"
"2021-08-04 02:45","12.42","19.54","6.52","11.19"
"2021-08-04 02:50","11.86","16.7","6.52","12.36"
"2021-08-04 02:55","11.23","15.99","5.13","12.56"
"2021-08-04 03:00","12.21","19.34","4.92","12.36"
"2021-08-04 03:05","12.22","17.95","6.35","12.37"
"2021-08-04 03:10","8.78","16.42","6.52","3.41"
"2021-08-04 03:15","8.98","19.76","6.52","0.68"
"2021-08-04 03:20","7.76","15.99","6.52","0.769"
"2021-08-04 03:25","9.93","15.58","6.52","7.69"
"2021-08-04 03:30","13.81","22.11","6.54","12.79"
"2021-08-04 03:35","12.35","17.76","6.53","12.76"
"2021-08-04 03:40","11.77","16.05","6.53","12.73"
"2021-08-04 03:45","11.45","15.89","6.53","11.94"
"2021-08-04 03:50","8.91","19.24","6.52","0.96"
"2021-08-04 03:55","8.81","19.02","6.46","0.959"
"2021-08-04 04:00","7.96","16.58","6.47","0.844"
"2021-08-04 04:05","12.27","18.85","6.47","11.49"
"2021-08-04 04:10","11.3","15.43","6.21","12.24"
"2021-08-04 04:15","11.39","16.77","5.16","12.24"
"2021-08-04 04:20","12.21","19.2","5.19","12.24"
"2021-08-04 04:25","11.93","19.13","5.17","11.47"
"2021-08-04 04:30","7.22","15.81","5.16","0.68"
"2021-08-04 04:35","7.15","15.63","5.16","0.661"
"2021-08-04 04:40","8.84","20.36","5.4","0.759"
"2021-08-04 04:45","10.92","15.96","6.48","10.32"
"2021-08-04 04:50","11.75","16.17","6.48","12.61"
"2021-08-04 04:55","12.87","19.5","6.47","12.63"
"2021-08-04 05:00","12.15","17.04","6.84","12.57"
"2021-08-04 05:05","12.31","17.1","7.24","12.6"
"2021-08-04 05:10","11.99","16.53","7.24","12.19"
"2021-08-04 05:15","12.37","18.55","7.24","11.31"
"2021-08-04 05:20","10.42","18.29","7.21","5.75"
"2021-08-04 05:25","7.65","15.2","7.08","0.655"
"2021-08-04 05:30","10.96","19.72","7.08","6.07"
"2021-08-04 05:35","11.86","16.27","7.08","12.22"
"2021-08-04 05:40","12.02","16.71","7.1","12.24"
"2021-08-04 05:45","12.67","18.71","7.09","12.22"
"2021-08-04 05:50","12.46","18.06","7.12","12.2"
"2021-08-04 05:55","9.48","16.66","7.1","4.67"
"2021-08-04 06:00","8.15","16.34","7.12","1.0"
"2021-08-04 06:05","8.91","18.66","7.11","0.979"
"2021-08-04 06:10","8.51","12.77","7.13","5.63"
"2021-08-04 06:15","11.01","13.3","7.12","12.61"
"2021-08-04 06:20","11.68","15.29","7.14","12.61"
"2021-08-04 06:25","11.78","15.5","7.16","12.66"
"2021-08-04 06:30","11.65","15.47","7.16","12.33"
"2021-08-04 06:35","9.56","15.01","7.16","6.5"
"2021-08-04 06:40","10.03","22.24","7.16","0.68"
"2021-08-04 06:45","8.48","17.62","7.14","0.68"
"2021-08-04 06:50","8.05","15.16","7.14","1.84"
"2021-08-04 06:55","12.31","17.5","7.16","12.28"
"2021-08-04 07:00","12.56","18.32","7.12","12.24"
"2021-08-04 07:05","13.02","19.49","7.21","12.36"
"2021-08-04 07:10","12.53","17.94","7.17","12.48"
"2021-08-04 07:15","12.6","17.92","7.17","12.72"
"2021-08-04 07:20","7.88","15.5","7.16","0.983"
"2021-08-04 07:25","8.47","17.28","7.16","0.96"
"2021-08-04 07:30","9.24","19.62","7.13","0.96"
"2021-08-04 07:35","9.69","16.33","7.12","5.62"
"2021-08-04 07:40","9.81","9.76","7.12","12.54"
"2021-08-04 07:45","9.38","8.84","7.12","12.19"
"2021-08-04 07:50","11.42","14.95","7.12","12.19"
"2021-08-04 07:55","10.43","11.94","7.14","12.21"
"2021-08-04 08:00","9.38","13.43","7.13","7.59"
"2021-08-04 08:05","7.72","15.32","7.16","0.679"
"2021-08-04 08:10","7.62","15.01","7.16","0.679"
"2021-08-04 08:15","7.64","14.68","7.16","1.06"
"2021-08-04 08:20","9.41","8.79","7.16","12.28"
"2021-08-04 08:25","9.7","9.74","6.86","12.5"
"2021-08-04 08:30","9.62","9.54","6.64","12.66"
"2021-08-04 08:35","9.45","9.1","6.64","12.61"
"2021-08-04 08:40","7.1","10.2","6.64","4.45"
"2021-08-04 08:45","6.62","12.28","6.63","0.96"
"2021-08-04 08:50","6.66","12.38","6.64","0.96"
"2021-08-04 08:55","8.27","10.74","6.6","7.46"
"2021-08-04 09:00","9.33","9.72","6.09","12.19"
"2021-08-04 09:05","10.05","11.36","6.6","12.19"
"2021-08-04 09:10","9.9","10.89","6.61","12.2"
"2021-08-04 09:15","8.97","7.94","6.66","12.32"
"2021-08-04 09:20","6.62","10.6","6.66","2.6"
"2021-08-04 09:25","7.16","14.13","6.68","0.676"
"2021-08-04 09:30","5.51","9.23","6.65","0.644"
"2021-08-04 09:35","7.5","8.84","6.66","7.0"
"2021-08-04 09:40","9.87","10.31","6.67","12.63"
"2021-08-04 09:45","10.26","11.44","6.66","12.68"
"2021-08-04 09:50","10.51","12.24","6.65","12.64"
"2021-08-04 09:55","9.14","8.92","6.64","11.85"
"2021-08-04 10:00","6.19","10.97","6.64","0.949"
"2021-08-04 10:05","5.33","8.42","6.64","0.92"
"2021-08-04 10:10","5.98","10.48","6.64","0.827"
"2021-08-04 10:15","10.49","14.11","6.64","10.71"
"2021-08-04 10:20","9.2","8.72","6.64","12.24"
"2021-08-04 10:25","11.05","14.26","6.63","12.26"
"2021-08-04 10:30","11.8","16.53","6.64","12.24"
"2021-08-04 10:35","10.9","20.73","6.66","5.3"
"2021-08-04 10:40","8.26","17.47","6.63","0.68"
"2021-08-04 10:45","7.12","15.26","5.4","0.68"
"2021-08-04 10:50","10.17","18.21","5.4","6.89"
"2021-08-04 10:55","11.87","17.66","5.4","12.55"
"2021-08-04 11:00","11.45","16.22","5.4","12.72"
"2021-08-04 11:05","11.64","16.8","5.4","12.71"
"2021-08-04 11:10","12.74","20.07","5.45","12.7"
"2021-08-04 11:15","9.17","16.73","6.71","4.08"
"2021-08-04 11:20","5.65","9.31","6.68","0.959"
"2021-08-04 11:25","6.63","12.23","6.71","0.957"
"2021-08-04 11:30","6.93","10.26","6.7","3.83"
"2021-08-04 11:35","10.02","11.1","6.68","12.28"
"2021-08-04 11:40","9.72","10.22","6.68","12.27"
"2021-08-04 11:45","9.82","10.54","6.67","12.26"
"2021-08-04 11:50","9.62","9.95","6.66","12.26"
"2021-08-04 11:55","7.33","9.29","6.65","6.06"
"2021-08-04 12:00","7.01","13.68","6.67","0.676"
"2021-08-04 12:05","5.43","9.01","6.64","0.643"
"2021-08-04 12:10","6.27","9.58","6.64","2.58"
"2021-08-04 12:15","10.35","11.82","6.64","12.59"
"2021-08-04 12:20","9.04","7.85","6.64","12.62"
"2021-08-04 12:25","8.4","5.96","6.64","12.62"
"2021-08-04 12:30","8.58","6.5","6.64","12.59"
"2021-08-04 12:35","9.53","9.34","6.64","12.6"
"2021-08-04 12:40","5.81","8.69","6.64","2.1"
"2021-08-04 12:45","5.23","8.1","6.64","0.94"
"2021-08-04 12:50","6.02","10.46","6.64","0.96"
"2021-08-04 12:55","8.04","13.42","6.64","4.07"
"2021-08-04 13:00","9.67","9.8","6.63","12.58"
"2021-08-04 13:05","9.31","8.74","6.62","12.58"
"2021-08-04 13:10","9.95","10.61","6.63","12.59"
"2021-08-04 13:15","9.66","9.76","6.63","12.6"
"2021-08-04 13:20","10.3","12.84","6.63","11.44"
"2021-08-04 13:25","5.55","9.09","6.61","0.96"
"2021-08-04 13:30","6.2","11.03","6.61","0.968"
"2021-08-04 13:35","5.26","8.22","6.61","0.96"
"2021-08-04 13:40","7.41","8.81","6.63","6.78"
"2021-08-04 13:45","10.98","13.69","6.64","12.61"
"2021-08-04 13:50","9.43","9.09","6.61","12.6"
"2021-08-04 13:55","9.28","8.64","6.61","12.6"
"2021-08-04 14:00","8.79","7.18","6.6","12.58"
"2021-08-04 14:05","8.27","7.4","6.6","10.82"
"2021-08-04 14:10","4.34","5.47","6.6","0.96"
"2021-08-04 14:15","4.14","4.87","6.6","0.96"
"2021-08-04 14:20","4.89","7.09","6.6","0.963"
"2021-08-04 14:25","5.98","4.92","6.6","6.4"
"2021-08-04 14:30","8.29","5.67","6.61","12.59"
"2021-08-04 14:35","8.57","6.52","6.62","12.57"
"2021-08-04 14:40","9.01","6.68","7.75","12.59"
"2021-08-04 14:45","8.34","4.48","7.92","12.62"
"2021-08-04 14:50","6.81","5.63","7.92","6.87"
"2021-08-04 14:55","6.4","10.03","8.15","1.01"
"2021-08-04 15:00","6.58","10.35","8.16","1.24"
"2021-08-04 15:05","6.11","7.44","7.96","2.92"
"2021-08-04 15:10","9.43","6.06","8.1","14.12"
"2021-08-04 15:15","10.92","10.23","8.38","14.13"
"2021-08-04 15:20","13.6","18.03","8.4","14.38"
"2021-08-04 15:25","14.98","20.6","8.4","15.94"
"2021-08-04 15:30","20.23","28.31","11.01","21.39"
"2021-08-04 15:35","29.23","42.31","18.22","27.15"
"2021-08-04 15:40","34.9","55.78","14.84","34.06"
"2021-08-04 15:45","31.41","53.15","9.32","31.77"
"2021-08-04 15:50","33.54","51.06","16.29","33.25"
