"Time stamp","Main 1   (V)","Main 1 L1   (V)","Main 1 L2   (V)","Main 1 L3   (V)"
"2021-08-10 00:15","251.47","250.73","251.32","252.36"
"2021-08-10 00:20","250.86","250.06","250.82","251.72"
"2021-08-10 00:25","250.66","249.82","250.64","251.54"
"2021-08-10 00:30","250.7","249.98","250.58","251.55"
"2021-08-10 00:35","250.99","250.16","250.96","251.86"
"2021-08-10 00:40","249.35","248.49","249.28","250.3"
"2021-08-10 00:45","252.64","251.75","252.46","253.71"
"2021-08-10 00:50","252.44","251.52","252.29","253.51"
"2021-08-10 00:55","252.57","251.71","252.47","253.54"
"2021-08-10 01:00","252.64","251.81","252.52","253.61"
"2021-08-10 01:05","252.57","251.83","252.43","253.47"
"2021-08-10 01:10","252.53","251.71","252.44","253.46"
"2021-08-10 01:15","252.58","251.74","252.57","253.43"
"2021-08-10 01:20","252.52","251.73","252.52","253.33"
"2021-08-10 01:25","252.38","251.62","252.34","253.19"
"2021-08-10 01:30","252.48","251.7","252.45","253.3"
"2021-08-10 01:35","252.91","252.12","252.85","253.76"
"2021-08-10 01:40","252.89","252.16","252.78","253.74"
"2021-08-10 01:45","252.83","252.01","252.79","253.71"
"2021-08-10 01:50","252.86","252.06","252.8","253.73"
"2021-08-10 01:55","253.05","252.25","252.96","253.96"
"2021-08-10 02:00","252.86","251.92","252.73","253.94"
"2021-08-10 02:05","253.38","252.5","253.21","254.44"
"2021-08-10 02:10","253.37","252.53","253.15","254.44"
"2021-08-10 02:15","253.06","252.22","252.83","254.15"
"2021-08-10 02:20","252.57","251.73","252.31","253.67"
"2021-08-10 02:25","253.2","252.34","253.03","254.24"
"2021-08-10 02:30","253.17","252.39","253.04","254.1"
"2021-08-10 02:35","253.32","252.67","253.19","254.12"
"2021-08-10 02:40","253.47","252.91","253.28","254.22"
"2021-08-10 02:45","253.39","252.74","253.17","254.28"
"2021-08-10 02:50","253.02","252.28","252.81","253.97"
"2021-08-10 02:55","253.44","252.71","253.16","254.45"
"2021-08-10 03:00","253.13","252.35","252.9","254.16"
"2021-08-10 03:05","253.06","252.34","252.76","254.1"
"2021-08-10 03:10","253.2","252.45","253.0","254.15"
"2021-08-10 03:15","253.45","252.63","253.27","254.45"
"2021-08-10 03:20","253.11","252.42","252.9","254.01"
"2021-08-10 03:25","252.88","252.27","252.68","253.7"
"2021-08-10 03:30","252.79","252.11","252.59","253.68"
"2021-08-10 03:35","252.96","252.19","252.83","253.88"
"2021-08-10 03:40","253.22","252.43","253.01","254.24"
"2021-08-10 03:45","253.1","252.33","252.92","254.07"
"2021-08-10 03:50","253.25","252.44","253.09","254.22"
"2021-08-10 03:55","253.65","252.96","253.46","254.53"
"2021-08-10 04:00","253.06","252.39","252.92","253.87"
"2021-08-10 04:05","253.31","252.72","253.13","254.1"
"2021-08-10 04:10","253.23","252.61","253.09","253.99"
"2021-08-10 04:15","253.26","252.71","253.07","254.0"
"2021-08-10 04:20","253.24","252.6","253.09","254.04"
"2021-08-10 04:25","253.43","252.76","253.21","254.33"
"2021-08-10 04:30","253.5","252.92","253.27","254.31"
"2021-08-10 04:35","253.31","252.71","253.13","254.09"
"2021-08-10 04:40","253.19","252.55","253.04","253.98"
"2021-08-10 04:45","253.31","252.67","253.16","254.11"
"2021-08-10 04:50","253.04","252.42","252.85","253.86"
"2021-08-10 04:55","252.94","252.27","252.82","253.74"
"2021-08-10 05:00","253.15","252.62","252.9","253.95"
"2021-08-10 05:05","252.96","252.42","252.62","253.86"
"2021-08-10 05:10","252.74","252.17","252.45","253.61"
"2021-08-10 05:15","252.59","252.06","252.33","253.38"
"2021-08-10 05:20","253.03","252.46","252.8","253.83"
"2021-08-10 05:25","253.02","252.41","252.88","253.79"
"2021-08-10 05:30","252.56","251.96","252.36","253.38"
"2021-08-10 05:35","252.57","252.06","252.29","253.38"
"2021-08-10 05:40","252.63","252.0","252.37","253.53"
"2021-08-10 05:45","252.37","251.69","252.17","253.25"
"2021-08-10 05:50","251.99","251.32","251.72","252.95"
"2021-08-10 05:55","251.68","251.13","251.46","252.47"
"2021-08-10 06:00","250.37","249.87","250.15","251.11"
"2021-08-10 06:05","249.86","249.38","249.5","250.71"
"2021-08-10 06:10","249.58","249.05","249.25","250.44"
"2021-08-10 06:15","249.76","249.29","249.49","250.52"
"2021-08-10 06:20","249.91","249.25","249.68","250.82"
"2021-08-10 06:25","249.57","249.0","249.29","250.43"
"2021-08-10 06:30","249.56","249.06","249.28","250.35"
"2021-08-10 06:35","249.33","248.82","249.03","250.14"
"2021-08-10 06:40","249.21","248.75","248.85","250.03"
"2021-08-10 06:45","249.31","248.9","248.96","250.09"
"2021-08-10 06:50","248.95","248.43","248.67","249.76"
"2021-08-10 06:55","249.66","249.13","249.38","250.47"
"2021-08-10 07:00","249.63","248.98","249.24","250.67"
"2021-08-10 07:05","250.01","249.48","249.66","250.89"
"2021-08-10 07:10","251.09","250.55","250.81","251.92"
"2021-08-10 07:15","251.22","250.57","251.02","252.07"
"2021-08-10 07:20","251.44","250.79","251.01","252.54"
"2021-08-10 07:25","251.38","250.71","251.0","252.43"
"2021-08-10 07:30","251.27","250.74","250.88","252.19"
"2021-08-10 07:35","250.13","249.56","249.7","251.13"
"2021-08-10 07:40","249.8","249.25","249.45","250.7"
"2021-08-10 07:45","249.32","248.77","248.87","250.33"
"2021-08-10 07:50","249.06","248.47","248.6","250.12"
"2021-08-10 07:55","250.35","249.7","249.86","251.5"
"2021-08-10 08:00","250.01","249.36","249.63","251.06"
"2021-08-10 08:05","249.0","248.46","248.54","250.02"
"2021-08-10 08:10","249.3","248.74","248.97","250.2"
"2021-08-10 08:15","249.97","249.36","249.6","250.96"
"2021-08-10 08:20","249.6","248.92","249.25","250.64"
"2021-08-10 08:25","249.45","248.72","249.11","250.53"
"2021-08-10 08:30","249.2","248.46","248.79","250.36"
"2021-08-10 08:35","248.93","248.18","248.51","250.12"
"2021-08-10 08:40","249.11","248.44","248.6","250.29"
"2021-08-10 08:45","251.3","250.64","250.77","252.49"
"2021-08-10 08:50","253.22","252.63","252.72","254.32"
"2021-08-10 08:55","252.7","252.26","252.11","253.74"
"2021-08-10 09:00","252.6","252.05","252.15","253.61"
"2021-08-10 09:05","252.04","251.49","251.5","253.14"
"2021-08-10 09:10","252.25","251.53","251.81","253.43"
"2021-08-10 09:15","252.53","251.71","252.05","253.83"
"2021-08-10 09:20","252.71","251.86","252.15","254.12"
"2021-08-10 09:25","252.06","251.26","251.5","253.43"
"2021-08-10 09:30","251.79","250.87","251.33","253.18"
"2021-08-10 09:35","251.56","250.76","251.13","252.79"
"2021-08-10 09:40","251.43","250.65","250.91","252.73"
"2021-08-10 09:45","251.23","250.52","250.76","252.43"
"2021-08-10 09:50","251.2","250.47","250.68","252.45"
"2021-08-10 09:55","251.35","250.58","250.81","252.67"
"2021-08-10 10:00","250.75","249.93","250.2","252.12"
"2021-08-10 10:05","250.27","249.45","249.6","251.76"
"2021-08-10 10:10","250.74","249.94","250.11","252.18"
"2021-08-10 10:15","250.69","249.82","250.12","252.13"
"2021-08-10 10:20","250.3","249.47","249.7","251.73"
"2021-08-10 10:25","250.54","249.66","249.93","252.05"
"2021-08-10 10:30","250.58","249.83","249.92","252.0"
"2021-08-10 10:35","250.7","250.0","250.1","252.02"
"2021-08-10 10:40","250.61","249.9","250.11","251.84"
"2021-08-10 10:45","250.27","249.61","249.7","251.51"
"2021-08-10 10:50","250.17","249.46","249.48","251.59"
"2021-08-10 10:55","250.2","249.24","249.65","251.71"
"2021-08-10 11:00","249.74","248.89","249.16","251.18"
"2021-08-10 11:05","249.41","248.53","248.82","250.88"
"2021-08-10 11:10","248.98","248.15","248.42","250.37"
"2021-08-10 11:15","249.09","248.15","248.65","250.48"
"2021-08-10 11:20","249.23","248.19","248.89","250.63"
"2021-08-10 11:25","249.19","248.23","248.74","250.62"
"2021-08-10 11:30","249.16","248.23","248.79","250.47"
"2021-08-10 11:35","249.16","248.27","248.63","250.58"
"2021-08-10 11:40","248.79","247.97","248.3","250.1"
"2021-08-10 11:45","248.59","247.81","247.96","250.01"
"2021-08-10 11:50","248.58","247.81","247.85","250.08"
"2021-08-10 11:55","248.58","247.8","247.95","249.99"
"2021-08-10 12:00","248.56","247.74","248.03","249.92"
"2021-08-10 12:05","248.56","247.82","247.97","249.9"
"2021-08-10 12:10","248.44","247.67","247.9","249.76"
"2021-08-10 12:15","248.14","247.32","247.65","249.46"
"2021-08-10 12:20","250.2","249.37","249.64","251.61"
"2021-08-10 12:25","250.53","249.75","249.85","252.0"
"2021-08-10 12:30","250.33","249.43","249.8","251.77"
"2021-08-10 12:35","250.13","249.28","249.52","251.59"
"2021-08-10 12:40","249.93","249.02","249.37","251.4"
"2021-08-10 12:45","250.09","249.31","249.48","251.49"
"2021-08-10 12:50","250.14","249.3","249.58","251.55"
"2021-08-10 12:55","250.01","249.12","249.36","251.56"
"2021-08-10 13:00","250.09","249.16","249.47","251.64"
"2021-08-10 13:05","249.99","249.11","249.35","251.52"
"2021-08-10 13:10","249.81","248.78","249.23","251.43"
"2021-08-10 13:15","249.89","248.79","249.3","251.59"
"2021-08-10 13:20","250.05","249.08","249.54","251.54"
"2021-08-10 13:25","250.21","249.17","249.71","251.75"
"2021-08-10 13:30","249.97","248.97","249.5","251.45"
"2021-08-10 13:35","249.79","249.0","249.25","251.14"
"2021-08-10 13:40","249.92","249.04","249.36","251.37"
"2021-08-10 13:45","250.16","249.38","249.57","251.55"
"2021-08-10 13:50","250.2","249.38","249.6","251.63"
"2021-08-10 13:55","250.07","249.0","249.48","251.74"
"2021-08-10 14:00","249.71","248.81","249.1","251.24"
"2021-08-10 14:05","250.3","249.49","249.65","251.76"
"2021-08-10 14:10","250.06","249.27","249.59","251.32"
"2021-08-10 14:15","250.02","249.21","249.5","251.37"
"2021-08-10 14:20","249.83","249.04","249.26","251.2"
"2021-08-10 14:25","249.83","249.09","249.28","251.12"
"2021-08-10 14:30","250.0","249.11","249.37","251.54"
"2021-08-10 14:35","250.17","248.85","249.73","251.93"
"2021-08-10 14:40","249.98","248.72","249.76","251.47"
"2021-08-10 14:45","249.78","248.46","249.61","251.28"
"2021-08-10 14:50","249.58","248.33","249.38","251.05"
"2021-08-10 14:55","249.58","248.2","249.3","251.25"
"2021-08-10 15:00","250.13","248.99","249.85","251.55"
"2021-08-10 15:05","250.88","249.85","250.58","252.21"
"2021-08-10 15:10","252.49","251.47","252.01","253.99"
"2021-08-10 15:15","250.42","249.44","249.91","251.92"
"2021-08-10 15:20","250.01","249.07","249.53","251.45"
"2021-08-10 15:25","250.17","249.19","249.85","251.47"
"2021-08-10 15:30","250.14","249.0","249.94","251.49"
"2021-08-10 15:35","250.29","249.23","250.05","251.59"
"2021-08-10 15:40","250.03","248.92","249.77","251.42"
"2021-08-10 15:45","249.9","248.72","249.65","251.35"
"2021-08-10 15:50","249.97","248.97","249.73","251.22"
